Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Collateral_Type,Loan_Status
LP04533,Female,No,0,Not Graduate,No,16247,2496.69,104.4,360.0,0.0,None,Y
LP04534,Male,No,0,Not Graduate,No,7209,1706.61,193.7,360.0,0.0,None,N
LP04535,Female,No,2,Not Graduate,No,5900,8075.69,158.9,360.0,0.0,Real Estate,N
LP04536,Female,No,3+,Not Graduate,No,3253,3857.78,234.2,360.0,0.0,None,Y
LP04537,Male,No,2,Not Graduate,No,6127,8073.01,196.5,360.0,1.0,Real Estate,N
LP04538,Female,Yes,2,Not Graduate,No,4092,4388.61,327.9,360.0,0.0,Real Estate,N
LP04539,Male,Yes,3+,Not Graduate,No,4882,4596.08,132.3,360.0,0.0,Real Estate,Y
LP04540,Female,No,3+,Not Graduate,No,6576,1527.02,440.2,360.0,0.0,None,Y
LP04541,Female,Yes,3+,Not Graduate,No,11658,9690.77,370.5,360.0,0.0,Real Estate,N
LP04542,Male,No,1,Not Graduate,No,8104,417.68,101.9,360.0,1.0,Real Estate,N
LP04543,Female,Yes,3+,Not Graduate,Yes,8048,6616.55,488.7,360.0,0.0,Real Estate,N
LP04544,Female,No,0,Not Graduate,No,6213,3192.53,310.9,360.0,1.0,Real Estate,N
LP04545,Female,Yes,2,Not Graduate,No,12331,5402.72,109.3,360.0,1.0,None,Y
LP04546,Male,Yes,1,Not Graduate,No,10817,19842.01,156.6,360.0,0.0,Real Estate,N
LP04547,Female,Yes,3+,Not Graduate,No,5802,575.45,335.0,360.0,0.0,Vehicle,N
LP04548,Male,No,1,Graduate,No,3559,7216.23,170.6,360.0,1.0,Real Estate,N
LP04549,Male,Yes,3+,Not Graduate,No,3253,752.19,177.4,240.0,0.0,Real Estate,N
LP04550,Male,Yes,1,Not Graduate,No,9942,2604.18,172.5,360.0,0.0,Vehicle,Y
LP04551,Male,No,2,Not Graduate,No,9874,2972.67,261.4,120.0,1.0,Real Estate,N
LP04552,Female,Yes,2,Not Graduate,No,9641,4199.46,327.6,360.0,1.0,Vehicle,Y
LP04553,Female,No,0,Graduate,No,9017,7613.14,373.7,360.0,1.0,None,Y
LP04554,Male,Yes,0,Graduate,No,3163,4743.38,476.0,360.0,0.0,Real Estate,Y
LP04555,Male,Yes,3+,Not Graduate,No,8815,7922.7,293.8,360.0,0.0,Vehicle,N
LP04556,Female,No,2,Graduate,No,3009,6079.97,309.7,360.0,1.0,None,Y
LP04557,Female,No,1,Not Graduate,No,5010,6014.73,149.8,360.0,0.0,None,Y
LP04558,Male,No,1,Graduate,No,3722,6649.85,398.2,360.0,1.0,None,Y
LP04559,Male,No,1,Not Graduate,Yes,8015,2717.02,422.0,360.0,1.0,Vehicle,N
LP04560,Male,No,0,Not Graduate,No,6288,5587.98,155.1,360.0,1.0,Real Estate,N
LP04561,Female,Yes,1,Not Graduate,No,4052,2422.33,397.3,360.0,0.0,None,N
LP04562,Male,Yes,0,Not Graduate,No,12434,3685.42,190.1,360.0,0.0,Vehicle,Y
LP04563,Female,Yes,0,Not Graduate,No,6928,884.02,361.4,360.0,0.0,Vehicle,Y
LP04564,Female,Yes,3+,Not Graduate,No,9888,3142.55,424.5,360.0,0.0,Real Estate,N
LP04565,Female,No,1,Not Graduate,No,4052,5124.86,145.9,360.0,0.0,Real Estate,N
LP04566,Male,No,1,Not Graduate,No,9672,4780.19,554.8,360.0,1.0,Vehicle,N
LP04567,Female,No,2,Graduate,No,8816,2168.51,291.5,180.0,1.0,Vehicle,Y
LP04568,Male,No,3+,Not Graduate,Yes,10208,2839.97,344.8,360.0,1.0,Vehicle,N
LP04569,Female,Yes,2,Graduate,No,5170,7615.94,509.6,360.0,0.0,Real Estate,N
LP04570,Male,Yes,3+,Not Graduate,No,9270,5761.84,200.1,360.0,1.0,None,N
LP04571,Male,Yes,1,Graduate,No,3293,12741.82,575.8,360.0,1.0,Real Estate,Y
LP04572,Female,Yes,0,Not Graduate,No,3120,1284.57,459.1,360.0,0.0,Real Estate,N
LP04573,Female,Yes,0,Not Graduate,No,4384,474.58,437.8,360.0,1.0,Real Estate,N
LP04574,Male,No,0,Graduate,No,9516,1160.56,334.7,360.0,1.0,Vehicle,Y
LP04575,Male,Yes,0,Not Graduate,No,4314,3001.91,213.2,360.0,0.0,Real Estate,Y
LP04576,Male,No,0,Graduate,No,7792,8358.06,284.4,360.0,1.0,Real Estate,N
LP04577,Female,No,2,Not Graduate,No,3525,312.44,125.8,360.0,1.0,Real Estate,N
LP04578,Female,Yes,3+,Graduate,No,5549,13147.81,261.9,360.0,1.0,Real Estate,N
LP04579,Male,No,1,Graduate,No,3340,6734.56,145.1,360.0,1.0,Real Estate,N
LP04580,Male,Yes,2,Not Graduate,No,14290,1521.89,297.6,360.0,0.0,Real Estate,N
LP04581,Female,Yes,3+,Not Graduate,No,5827,3705.24,444.0,360.0,1.0,Real Estate,Y
LP04582,Female,Yes,0,Not Graduate,No,6707,4183.85,405.5,360.0,0.0,Real Estate,N
LP04583,Male,No,3+,Not Graduate,Yes,12987,5319.61,538.7,360.0,0.0,None,N
LP04584,Male,No,3+,Graduate,Yes,10247,8320.02,211.9,120.0,0.0,Real Estate,Y
LP04585,Female,Yes,0,Not Graduate,No,6853,230.03,420.9,360.0,0.0,None,Y
LP04586,Male,Yes,0,Not Graduate,No,6204,7333.4,146.1,360.0,1.0,Real Estate,N
LP04587,Female,Yes,0,Not Graduate,Yes,7881,3973.28,438.1,360.0,0.0,None,Y
LP04588,Male,No,1,Not Graduate,No,3895,10573.06,414.9,360.0,1.0,Real Estate,N
LP04589,Male,No,0,Graduate,No,5058,2933.87,209.5,360.0,0.0,Vehicle,Y
LP04590,Male,No,1,Not Graduate,No,9692,9228.31,316.5,360.0,1.0,None,Y
LP04591,Female,Yes,0,Not Graduate,Yes,10985,10788.65,408.6,360.0,0.0,Vehicle,N
LP04592,Male,No,1,Not Graduate,No,3086,8247.59,127.4,360.0,1.0,Real Estate,N
LP04593,Male,No,3+,Not Graduate,No,3728,3444.07,290.4,360.0,1.0,Vehicle,N
LP04594,Female,No,2,Not Graduate,No,3422,5956.81,104.0,360.0,0.0,None,Y
LP04595,Male,Yes,3+,Not Graduate,No,10637,12441.77,522.9,360.0,1.0,Vehicle,Y
LP04596,Male,No,3+,Not Graduate,No,5916,8972.14,179.7,360.0,1.0,Real Estate,N
LP04597,Female,Yes,0,Not Graduate,No,3856,1901.92,375.8,360.0,1.0,Real Estate,N
LP04598,Female,Yes,1,Not Graduate,No,7075,8068.67,433.9,360.0,0.0,Vehicle,N
LP04599,Male,Yes,2,Not Graduate,No,8804,6256.91,162.3,360.0,0.0,Real Estate,N
LP04600,Male,No,0,Graduate,No,4648,2176.23,254.8,360.0,1.0,Real Estate,N
LP04601,Male,Yes,0,Not Graduate,No,9764,12167.13,542.4,360.0,1.0,Vehicle,N
LP04602,Female,No,0,Graduate,No,13997,2651.32,418.6,360.0,1.0,None,Y
LP04603,Male,Yes,3+,Not Graduate,No,4428,11736.6,156.5,360.0,0.0,Real Estate,N
LP04604,Male,Yes,1,Not Graduate,No,6778,4975.24,135.5,360.0,0.0,Real Estate,N
LP04605,Female,No,1,Not Graduate,No,7985,11027.66,129.0,360.0,0.0,None,Y
LP04606,Male,Yes,2,Graduate,No,3895,8049.72,229.9,360.0,0.0,None,Y
LP04607,Female,Yes,1,Not Graduate,No,4414,3814.21,157.1,360.0,1.0,Real Estate,Y
LP04608,Male,No,1,Not Graduate,No,7970,6234.95,121.8,360.0,1.0,Real Estate,N
LP04609,Male,No,0,Not Graduate,Yes,4513,4083.54,302.0,360.0,0.0,Real Estate,N
LP04610,Male,No,0,Not Graduate,No,11628,12547.45,335.3,360.0,0.0,Real Estate,Y
LP04611,Male,No,3+,Not Graduate,No,4810,6809.68,274.4,360.0,1.0,None,Y
LP04612,Male,No,0,Graduate,No,8165,3964.52,672.0,120.0,1.0,None,Y
LP04613,Male,No,0,Graduate,No,6509,6922.33,105.4,360.0,1.0,Vehicle,N
LP04614,Female,Yes,0,Not Graduate,No,3565,1319.25,546.2,240.0,0.0,None,Y
LP04615,Female,No,0,Not Graduate,Yes,9873,10977.11,384.9,180.0,0.0,None,Y
LP04616,Female,No,3+,Not Graduate,No,16893,5722.46,221.3,360.0,1.0,Real Estate,N
LP04617,Female,Yes,0,Not Graduate,Yes,4969,6088.33,424.1,120.0,0.0,Real Estate,N
LP04618,Male,No,2,Graduate,No,9067,1181.47,131.5,360.0,0.0,None,Y
LP04619,Male,Yes,2,Not Graduate,No,8973,4402.36,162.4,360.0,1.0,Vehicle,Y
LP04620,Female,Yes,2,Not Graduate,Yes,6311,5953.88,355.5,360.0,0.0,Real Estate,N
LP04621,Female,Yes,2,Not Graduate,Yes,6263,9009.17,428.0,360.0,1.0,Real Estate,N
LP04622,Male,Yes,0,Not Graduate,No,8496,2609.55,287.7,360.0,0.0,Real Estate,Y
LP04623,Male,No,2,Not Graduate,Yes,6661,1204.38,283.7,360.0,1.0,Real Estate,N
LP04624,Male,No,0,Not Graduate,No,4224,9650.85,278.8,360.0,1.0,Vehicle,N
LP04625,Male,No,3+,Not Graduate,No,3789,10048.13,211.5,360.0,1.0,Vehicle,N
LP04626,Female,Yes,2,Not Graduate,Yes,3208,5005.9,572.3,360.0,0.0,Real Estate,N
LP04627,Male,No,1,Graduate,No,10918,918.11,472.0,180.0,1.0,None,Y
LP04628,Female,Yes,2,Not Graduate,No,6724,11128.09,205.6,360.0,0.0,Real Estate,N
LP04629,Male,No,2,Graduate,No,3100,2493.23,228.4,360.0,1.0,Real Estate,N
LP04630,Female,Yes,0,Not Graduate,No,13670,5901.23,241.4,360.0,0.0,None,N
LP04631,Female,Yes,2,Not Graduate,No,5017,11558.73,223.7,360.0,0.0,None,Y
LP04632,Male,No,1,Graduate,No,4161,2414.23,267.0,360.0,0.0,None,Y
LP04633,Male,Yes,0,Not Graduate,No,10637,4796.2,107.9,360.0,1.0,Vehicle,N
LP04634,Female,No,0,Not Graduate,Yes,8674,8346.61,102.1,360.0,0.0,Real Estate,N
LP04635,Female,Yes,3+,Not Graduate,Yes,3948,6166.33,229.4,360.0,1.0,Real Estate,Y
LP04636,Female,Yes,3+,Not Graduate,No,4078,4708.17,322.3,120.0,1.0,Vehicle,N
LP04637,Female,Yes,2,Not Graduate,No,4627,10263.5,252.3,360.0,0.0,Real Estate,N
LP04638,Male,No,3+,Not Graduate,No,6062,7103.33,171.7,360.0,1.0,Real Estate,N
LP04639,Female,No,3+,Not Graduate,No,17151,280.58,114.6,360.0,1.0,None,Y
LP04640,Female,No,3+,Not Graduate,No,16675,869.79,295.8,360.0,0.0,None,N
LP04641,Male,Yes,0,Not Graduate,No,6610,917.76,220.4,360.0,0.0,Real Estate,N
LP04642,Female,No,0,Not Graduate,No,6201,2023.07,118.1,360.0,1.0,Real Estate,N
LP04643,Male,No,0,Not Graduate,No,7407,5348.03,205.4,360.0,0.0,Real Estate,Y
LP04644,Male,Yes,3+,Not Graduate,No,3126,8764.64,195.1,360.0,1.0,Vehicle,Y
LP04645,Male,No,0,Not Graduate,No,11748,5173.31,341.4,360.0,0.0,None,N
LP04646,Male,Yes,3+,Not Graduate,Yes,3357,6836.08,163.6,360.0,1.0,Vehicle,Y
LP04647,Female,No,0,Not Graduate,No,5361,3280.5,282.3,360.0,0.0,Real Estate,N
LP04648,Male,No,0,Graduate,No,5375,6039.06,372.1,360.0,1.0,None,Y
LP04649,Male,No,1,Not Graduate,Yes,6376,1997.39,457.5,360.0,1.0,None,N
LP04650,Male,No,2,Graduate,No,14321,560.78,562.3,360.0,1.0,Real Estate,N
LP04651,Female,Yes,3+,Not Graduate,No,4344,5495.9,302.6,360.0,0.0,Vehicle,N
LP04652,Male,Yes,1,Graduate,No,10938,6096.82,128.8,360.0,0.0,Vehicle,N
LP04653,Female,Yes,0,Not Graduate,Yes,6283,6521.08,390.4,360.0,0.0,Vehicle,N
LP04654,Male,No,3+,Not Graduate,No,11914,4582.75,174.7,360.0,0.0,Real Estate,Y
LP04655,Female,Yes,0,Not Graduate,Yes,7763,1846.56,565.0,360.0,1.0,Real Estate,N
LP04656,Male,Yes,2,Not Graduate,No,7336,4253.58,199.5,120.0,0.0,Vehicle,Y
LP04657,Male,Yes,1,Graduate,Yes,8402,9322.21,144.3,360.0,1.0,Real Estate,N
LP04658,Female,No,2,Not Graduate,No,6712,1471.08,266.3,360.0,0.0,Real Estate,N
LP04659,Male,No,1,Not Graduate,No,3884,4300.07,411.5,360.0,1.0,None,N
LP04660,Female,Yes,0,Not Graduate,No,3085,14815.45,272.4,360.0,0.0,Real Estate,Y
LP04661,Male,No,2,Not Graduate,No,4303,7318.27,183.3,360.0,0.0,Real Estate,Y
LP04662,Female,Yes,2,Not Graduate,No,9938,9465.99,312.1,360.0,1.0,Vehicle,N
LP04663,Female,Yes,0,Not Graduate,Yes,4669,4737.28,621.8,360.0,0.0,Vehicle,Y
LP04664,Male,Yes,2,Graduate,No,3074,7393.91,206.8,360.0,0.0,Real Estate,N
LP04665,Male,Yes,3+,Not Graduate,No,12723,1654.2,290.3,360.0,0.0,Vehicle,Y
LP04666,Male,Yes,1,Not Graduate,No,9248,11430.32,163.6,360.0,1.0,Real Estate,N
LP04667,Male,Yes,1,Graduate,No,3570,7162.62,296.6,360.0,0.0,Real Estate,N
LP04668,Female,No,1,Not Graduate,No,10385,433.07,160.8,360.0,1.0,Vehicle,N
LP04669,Male,No,3+,Graduate,No,6239,1485.1,416.8,360.0,0.0,Vehicle,Y
LP04670,Female,Yes,1,Not Graduate,No,4244,726.46,341.1,360.0,0.0,Vehicle,Y
LP04671,Female,Yes,0,Not Graduate,No,10237,23.47,529.0,360.0,0.0,Vehicle,N
LP04672,Female,Yes,2,Not Graduate,No,8685,5155.3,302.1,360.0,0.0,Vehicle,N
LP04673,Male,No,3+,Not Graduate,No,4365,1666.78,155.6,360.0,0.0,Real Estate,Y
LP04674,Male,No,1,Not Graduate,No,9322,727.64,311.9,360.0,1.0,Vehicle,N
LP04675,Male,No,0,Not Graduate,No,10930,9763.71,111.0,360.0,1.0,Real Estate,N
LP04676,Female,Yes,2,Graduate,No,3125,3272.86,499.0,120.0,0.0,Vehicle,N
LP04677,Male,Yes,2,Not Graduate,No,7353,2876.99,119.1,360.0,0.0,Real Estate,Y
LP04678,Female,Yes,3+,Not Graduate,No,17843,6351.92,350.9,360.0,0.0,None,N
LP04679,Female,No,3+,Not Graduate,No,8184,4948.57,229.5,360.0,1.0,Real Estate,Y
LP04680,Female,No,3+,Not Graduate,No,4874,2026.18,408.2,360.0,0.0,Vehicle,Y
LP04681,Male,Yes,0,Not Graduate,No,17054,4843.18,236.8,360.0,0.0,Vehicle,Y
LP04682,Male,Yes,0,Graduate,No,12770,5793.73,330.8,360.0,0.0,Vehicle,N
LP04683,Female,Yes,3+,Not Graduate,No,7015,329.28,297.5,360.0,0.0,None,Y
LP04684,Female,Yes,1,Not Graduate,No,14130,9360.23,162.9,360.0,0.0,Vehicle,N
LP04685,Female,No,2,Not Graduate,No,6970,5752.08,311.8,360.0,0.0,None,Y
LP04686,Male,Yes,2,Not Graduate,No,8054,7076.52,235.8,360.0,1.0,Real Estate,Y
LP04687,Female,Yes,0,Not Graduate,No,8384,1382.71,612.5,360.0,0.0,None,Y
LP04688,Male,No,2,Not Graduate,No,3940,4265.77,296.8,360.0,1.0,None,Y
LP04689,Female,No,1,Not Graduate,No,6521,4245.39,255.0,360.0,1.0,Vehicle,N
LP04690,Male,No,2,Not Graduate,No,5056,1225.08,201.5,240.0,1.0,Real Estate,N
LP04691,Male,No,0,Not Graduate,Yes,6376,7228.63,310.2,360.0,1.0,Real Estate,N
LP04692,Female,No,0,Not Graduate,No,4499,4903.9,162.8,360.0,0.0,None,Y
LP04693,Male,No,1,Not Graduate,No,5051,7267.45,279.3,360.0,1.0,None,N
LP04694,Female,Yes,1,Not Graduate,No,11289,3389.32,418.2,360.0,0.0,None,Y
LP04695,Female,No,2,Not Graduate,No,10157,10485.1,241.1,360.0,0.0,None,Y
LP04696,Male,No,2,Not Graduate,No,12673,244.76,164.5,360.0,0.0,Real Estate,N
LP04697,Female,Yes,0,Not Graduate,No,10470,424.79,536.5,360.0,0.0,Real Estate,N
LP04698,Female,No,1,Not Graduate,No,7440,5075.27,153.8,360.0,0.0,Real Estate,Y
LP04699,Female,Yes,1,Not Graduate,No,6713,7942.19,271.4,360.0,0.0,None,Y
LP04700,Male,Yes,1,Graduate,No,4088,8434.4,175.6,360.0,1.0,Vehicle,N
LP04701,Male,No,2,Not Graduate,No,7149,3958.9,263.7,360.0,1.0,None,N
LP04702,Female,Yes,1,Not Graduate,No,9087,10193.8,782.6,360.0,0.0,None,N
LP04703,Male,Yes,0,Not Graduate,No,5655,8577.49,133.4,360.0,0.0,Real Estate,N
LP04704,Female,No,0,Not Graduate,No,4011,2252.65,196.8,360.0,0.0,None,N
LP04705,Male,Yes,2,Graduate,No,4705,7452.92,414.2,360.0,0.0,Vehicle,N
LP04706,Male,No,3+,Not Graduate,Yes,3791,556.29,160.4,360.0,1.0,None,N
LP04707,Female,No,2,Not Graduate,Yes,5261,1142.99,280.1,360.0,0.0,None,Y
LP04708,Female,No,3+,Graduate,No,3049,887.46,132.6,360.0,1.0,Real Estate,N
LP04709,Male,No,1,Not Graduate,No,6289,9170.0,158.4,360.0,1.0,Real Estate,N
LP04710,Female,No,2,Not Graduate,No,8997,10532.34,164.7,360.0,0.0,Real Estate,Y
LP04711,Male,Yes,0,Not Graduate,Yes,8709,13539.55,229.5,180.0,0.0,Real Estate,N
LP04712,Male,No,1,Not Graduate,No,3002,9568.32,413.0,360.0,0.0,None,Y
LP04713,Male,No,0,Not Graduate,No,4790,4430.26,308.1,360.0,1.0,Vehicle,N
LP04714,Female,No,1,Not Graduate,Yes,3860,2794.26,415.2,360.0,0.0,None,N
LP04715,Female,No,2,Not Graduate,Yes,4426,1062.33,347.9,360.0,0.0,Vehicle,N
LP04716,Female,Yes,3+,Not Graduate,No,4781,13820.96,348.2,360.0,0.0,Real Estate,N
LP04717,Male,No,1,Not Graduate,No,7665,1618.73,278.6,360.0,1.0,Real Estate,N
LP04718,Female,Yes,3+,Not Graduate,No,6106,9999.3,194.3,360.0,1.0,Real Estate,Y
LP04719,Male,Yes,1,Graduate,No,9323,11971.22,233.9,360.0,1.0,Real Estate,N
LP04720,Female,No,0,Not Graduate,No,3616,1121.25,167.2,360.0,1.0,Real Estate,N
LP04721,Female,No,0,Not Graduate,No,8556,981.12,259.1,360.0,0.0,Real Estate,N
LP04722,Male,No,1,Not Graduate,No,7601,4766.26,167.0,360.0,1.0,Vehicle,N
LP04723,Male,Yes,3+,Not Graduate,No,5779,9193.43,257.3,360.0,1.0,Real Estate,N
LP04724,Female,Yes,2,Not Graduate,No,3979,2227.84,305.1,360.0,0.0,Vehicle,N
LP04725,Female,Yes,2,Not Graduate,No,10017,393.92,266.8,240.0,1.0,None,Y
LP04726,Male,No,0,Graduate,No,5232,4835.55,287.7,360.0,1.0,Real Estate,N
LP04727,Female,No,2,Graduate,No,10479,15460.87,408.3,360.0,0.0,Vehicle,Y
LP04728,Female,No,0,Not Graduate,No,5214,7513.22,168.0,360.0,0.0,None,Y
LP04729,Male,No,2,Graduate,No,8365,9650.26,219.1,360.0,0.0,Real Estate,N
LP04730,Male,Yes,1,Not Graduate,No,9358,3167.33,245.9,360.0,1.0,Real Estate,N
LP04731,Male,No,0,Not Graduate,No,4618,3052.06,161.6,360.0,1.0,Vehicle,N
LP04732,Male,No,0,Not Graduate,No,13409,7132.65,208.5,360.0,1.0,Real Estate,N
LP04733,Female,No,1,Not Graduate,No,4814,1525.31,274.0,360.0,1.0,None,N
LP04734,Male,Yes,0,Not Graduate,No,5714,1058.24,262.0,360.0,0.0,Vehicle,Y
LP04735,Male,No,2,Not Graduate,No,4313,9330.66,111.8,360.0,1.0,Real Estate,N
LP04736,Female,No,2,Not Graduate,No,8666,925.18,303.5,360.0,0.0,Vehicle,N
LP04737,Male,No,0,Not Graduate,No,9279,3899.43,372.3,360.0,0.0,None,Y
LP04738,Male,No,2,Graduate,Yes,7504,9429.67,365.1,360.0,0.0,None,Y
LP04739,Male,No,3+,Not Graduate,No,4912,2076.57,162.2,360.0,0.0,Real Estate,Y
LP04740,Female,Yes,0,Graduate,No,5304,1842.39,522.0,360.0,0.0,Vehicle,N
LP04741,Female,No,1,Not Graduate,No,5944,3007.4,440.1,360.0,0.0,Vehicle,N
LP04742,Female,No,3+,Not Graduate,No,7318,739.45,386.3,180.0,0.0,None,Y
LP04743,Female,Yes,0,Not Graduate,No,4278,5756.3,473.5,360.0,1.0,Vehicle,N
LP04744,Female,Yes,1,Not Graduate,No,3598,5393.42,524.2,360.0,1.0,Real Estate,N
LP04745,Female,Yes,2,Not Graduate,No,11054,1769.47,515.0,360.0,0.0,Vehicle,N
LP04746,Male,Yes,1,Not Graduate,No,9831,3275.52,382.4,360.0,0.0,Vehicle,Y
LP04747,Female,Yes,3+,Not Graduate,No,9622,4403.19,426.1,360.0,1.0,Real Estate,N
LP04748,Female,Yes,2,Not Graduate,No,9333,7267.66,267.3,360.0,1.0,Vehicle,Y
LP04749,Male,No,0,Graduate,No,10519,433.0,163.8,120.0,1.0,Real Estate,N
LP04750,Female,Yes,2,Not Graduate,No,18917,4814.77,220.0,360.0,1.0,None,N
LP04751,Male,Yes,0,Not Graduate,No,7310,11023.76,344.5,360.0,1.0,Real Estate,N
LP04752,Male,No,0,Not Graduate,No,4973,7218.91,132.1,360.0,1.0,Vehicle,N
LP04753,Female,Yes,1,Not Graduate,No,3282,4059.45,248.9,360.0,0.0,Real Estate,Y
LP04754,Male,Yes,1,Not Graduate,No,12717,9785.26,154.8,360.0,1.0,Real Estate,Y
LP04755,Male,No,1,Not Graduate,No,3364,7384.41,217.2,360.0,1.0,Real Estate,N
LP04756,Female,Yes,3+,Not Graduate,No,7901,12043.24,357.0,360.0,0.0,None,Y
LP04757,Male,No,3+,Not Graduate,No,4406,3236.72,131.4,240.0,0.0,None,Y
LP04758,Male,Yes,1,Graduate,No,6929,6275.48,191.9,360.0,0.0,None,Y
LP04759,Female,Yes,3+,Not Graduate,No,6924,4813.02,371.2,360.0,1.0,Real Estate,N
LP04760,Female,Yes,2,Not Graduate,Yes,4374,5493.09,344.0,120.0,0.0,Vehicle,Y
LP04761,Male,Yes,2,Not Graduate,No,4582,8449.6,108.7,360.0,1.0,Vehicle,Y
LP04762,Female,Yes,3+,Not Graduate,No,9761,6221.88,251.5,240.0,0.0,None,Y
LP04763,Female,Yes,3+,Not Graduate,No,4591,1013.59,482.2,120.0,0.0,None,N
LP04764,Female,No,2,Not Graduate,No,5304,3576.96,422.6,180.0,0.0,Vehicle,N
LP04765,Male,No,0,Not Graduate,No,9762,8368.71,153.2,360.0,0.0,None,Y
LP04766,Female,Yes,2,Not Graduate,No,6655,243.9,441.4,360.0,0.0,Real Estate,N
LP04767,Female,Yes,2,Graduate,Yes,3835,1531.38,492.5,360.0,0.0,Real Estate,N
LP04768,Female,No,3+,Not Graduate,No,6271,2208.58,132.3,240.0,0.0,Vehicle,N
LP04769,Female,Yes,2,Not Graduate,Yes,7492,2574.45,425.7,360.0,1.0,None,N
LP04770,Female,Yes,3+,Not Graduate,No,11897,5580.41,499.8,360.0,0.0,None,Y
LP04771,Female,Yes,3+,Not Graduate,No,6013,2285.42,536.5,360.0,0.0,Vehicle,Y
LP04772,Female,No,1,Not Graduate,No,4251,3496.52,164.4,360.0,0.0,None,Y
LP04773,Female,Yes,2,Not Graduate,No,7340,5930.47,392.0,360.0,0.0,Real Estate,Y
LP04774,Male,No,0,Graduate,No,3409,618.79,300.9,360.0,1.0,Real Estate,N
LP04775,Female,No,1,Not Graduate,No,4654,4515.85,108.1,360.0,0.0,Vehicle,N
LP04776,Female,Yes,3+,Graduate,No,4398,4352.47,572.0,360.0,0.0,Real Estate,N
LP04777,Female,No,3+,Not Graduate,No,3622,4830.68,270.2,240.0,0.0,None,Y
LP04778,Male,No,0,Graduate,No,7602,1329.0,141.8,360.0,1.0,Vehicle,N
LP04779,Male,Yes,3+,Not Graduate,Yes,10107,1296.77,259.4,360.0,0.0,Vehicle,Y
LP04780,Male,No,2,Graduate,No,9257,4589.64,240.2,360.0,0.0,Real Estate,N
LP04781,Female,Yes,1,Not Graduate,No,6628,7265.42,192.9,360.0,0.0,Real Estate,N
LP04782,Male,Yes,3+,Graduate,No,5012,1525.27,171.4,360.0,0.0,None,N
LP04783,Male,Yes,3+,Not Graduate,No,7092,9830.76,287.8,120.0,1.0,Real Estate,N
LP04784,Female,No,0,Not Graduate,No,6873,6236.17,238.9,360.0,0.0,None,Y
LP04785,Male,No,2,Not Graduate,No,8704,2004.95,246.2,360.0,1.0,None,Y
LP04786,Female,Yes,3+,Graduate,No,8928,0.36,462.4,360.0,0.0,Vehicle,N
LP04787,Male,No,0,Not Graduate,No,12313,1924.66,226.1,360.0,0.0,None,N
LP04788,Male,No,3+,Not Graduate,Yes,7949,9899.31,186.6,360.0,1.0,Real Estate,N
LP04789,Male,No,0,Graduate,No,3643,6927.58,378.2,360.0,1.0,Real Estate,N
LP04790,Male,No,0,Not Graduate,No,10046,1408.86,190.2,360.0,0.0,Vehicle,N
LP04791,Male,No,2,Not Graduate,No,4152,271.73,131.3,360.0,0.0,None,N
LP04792,Male,Yes,3+,Not Graduate,No,5467,4388.67,359.5,360.0,0.0,Vehicle,N
LP04793,Female,Yes,2,Not Graduate,No,7857,10070.03,250.0,360.0,0.0,Real Estate,N
LP04794,Female,Yes,0,Not Graduate,No,3245,5872.6,652.2,360.0,1.0,Real Estate,N
LP04795,Female,Yes,1,Not Graduate,No,7834,15805.19,553.9,360.0,0.0,Real Estate,N
LP04796,Female,Yes,3+,Not Graduate,No,10443,9063.07,335.7,120.0,1.0,Real Estate,N
LP04797,Male,No,1,Not Graduate,No,11642,404.3,481.0,360.0,1.0,Vehicle,N
LP04798,Male,No,3+,Not Graduate,No,5608,2948.37,432.0,360.0,1.0,Vehicle,Y
LP04799,Male,No,2,Graduate,No,8209,2275.21,397.9,120.0,1.0,Vehicle,N
LP04800,Male,No,2,Graduate,No,12272,2622.37,204.0,360.0,1.0,Real Estate,Y
LP04801,Male,Yes,2,Not Graduate,No,6332,6840.25,236.3,360.0,1.0,Real Estate,N
LP04802,Male,No,2,Not Graduate,No,4328,949.38,685.7,360.0,1.0,None,N
LP04803,Male,No,2,Not Graduate,No,5674,4319.58,360.4,360.0,1.0,Vehicle,N
LP04804,Male,Yes,1,Graduate,No,3534,6584.4,299.6,360.0,0.0,None,Y
LP04805,Male,Yes,2,Not Graduate,Yes,4953,4744.9,176.7,360.0,0.0,Vehicle,N
LP04806,Female,No,0,Not Graduate,No,7525,5122.96,311.6,360.0,0.0,Vehicle,N
LP04807,Female,Yes,0,Not Graduate,No,15717,8075.77,555.1,360.0,1.0,Real Estate,N
LP04808,Female,No,1,Not Graduate,Yes,3593,6101.37,155.7,240.0,0.0,None,Y
LP04809,Female,Yes,3+,Not Graduate,No,3399,108.04,315.7,360.0,0.0,None,N
LP04810,Male,Yes,0,Not Graduate,No,14334,9964.07,345.7,360.0,1.0,Real Estate,N
LP04811,Male,Yes,3+,Not Graduate,Yes,4321,7071.15,104.3,360.0,0.0,Vehicle,N
LP04812,Male,No,1,Not Graduate,Yes,5728,6983.2,396.3,360.0,1.0,Real Estate,N
LP04813,Female,No,3+,Not Graduate,No,5632,3051.42,190.7,360.0,1.0,None,Y
LP04814,Female,Yes,3+,Not Graduate,No,11053,3572.79,472.2,240.0,0.0,Vehicle,N
